Label,Id,timeset,known,blockriccimaxmod,blockriccifinal,Degree,Weighted.Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Symbol,Full.Name,Gene_Name,Description,Gene_Family,AHD.2.0.hormone.annotations,GO.annotations,SideInfo_Update,SideInfo_Label,NodeAnno_Update,Plant.hormone.signal.transduction,Brassinosteroid.biosynthesis,Plant.pathogen.interaction,MAPK.signaling.pathway,Phosphatidylinositol.signaling.system,Basal.transcription.factors,Mismatch.repair,DNA.replication,Nucleotide.excision.repair,RNA.polymerase,Spliceosome,RNA.transport,RNA.degradation,Ribosome,Endocytosis,Protein.processing.in.endoplasmic.reticulum,Ubiquitin.mediated.proteolysis,Fructose.and.mannose.metabolism,Amino.sugar.and.nucleotide.sugar.metabolism,Biosynthesis.of.unsaturated.fatty.acids,alpha.Linolenic.acid.metabolism,Fatty.acid.degradation,Valine..leucine.and.isoleucine.degradation,Peroxisome,Cysteine.and.methionine.metabolism,Pyrimidine.metabolism,Purine.metabolism,Circadian.rhythm,Citrate.cycle,Pyruvate.metabolism,Glycolysis.Gluconeogenesis,Abscisic_acid,Auxin,Brassinosteroid,Cytokinin,Ethylene,Gibberellin,Jasmonic_acid,Salicylic_acid,Transcription_factor,Transporter,Stress,Abiotic_biotic_stimulus
AT1G30730,2580,NA,0,88,197,1,1,10,0.224295,0.239012,0,4.40E-05,4.40E-05,28,0.000129,0,0,0,0.010338, (ATBBE11), (ATBBE11),NULL,FAD-binding Berberine family protein;(source:Araport11),Miscellaneous Membrane Protein Families,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G30840,1447,NA,0,11,15,4,4,10,0.230562,0.260904,379.910725,0.051295,0.051295,3,0.000273,0,0,0,0.126272,PURINE PERMEASE 4 (PUP4),PURINE PERMEASE 4 (PUP4);PURINE PERMEASE 4 (ATPUP4),NULL,"Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane.",Organic Solute Cotransporters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G30860,1106,NA,0,3,144,27,27,9,0.27252,0.296617,29568.64532,0.000915,0.000915,73,0.001772,0,0.037037,13,0.067476,,,NA,RING/U-box superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G30880,925,NA,0,63,134,1,1,12,0.154437,0.159573,0,0,0,6,0.000148,0,0,0,0.001197,,,NA,hypothetical protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31050,447,NA,0,18,223,7,7,8,0.257091,0.277605,6051.261499,0.000344,0.000344,108,0.000483,0,0.142857,3,0.037608,,,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11),NA,NA,NA,Transcription factor,Transcription factor,Transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31160,1488,NA,0,2,302,2,2,10,0.2248,0.240043,198.181261,4.80E-05,4.80E-05,28,0.000207,0,0,0,0.011593,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 (HINT 2),HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 (HINT 2),NA,"Encodes a member of the histidine triad nucleotide-binding family of proteins, but its activity has not been determined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31240,530,NA,0,112,255,3,3,10,0.217032,0.229304,7840.867628,3.10E-05,3.10E-05,62,0.00037,0,0,0,0.005759,,,NA,Bromodomain transcription factor;(source:Araport11),NA,,,Transcription_factor,Transcription_factor,Transcription_factor,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31280,2489,NA,0,2,178,1,1,10,0.20467,0.214604,0,9.00E-06,9.00E-06,57,0.000122,0,0,0,0.002569,ARGONAUTE 2 (AGO2), (ATAGO2);ARGONAUTE 2 (AGO2),NA,Encodes Argonaute gene that binds viral siRNAs and is involved in antiviral defense response. Regulates innate immunity.Mutants have increased susceptibility to Potato virus X and tobacco rattle virus.,NA,NA,NA,RNA processing,RNA processing,RNA processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31320,414,NA,0,47,92,1,1,11,0.18672,0.193856,0,5.00E-06,5.00E-06,4,0.000151,0,0,0,0.00111,LOB DOMAIN-CONTAINING PROTEIN 4 (LBD4),LOB DOMAIN-CONTAINING PROTEIN 4 (LBD4),LBD4,LOB domain-containing protein 4;(source:Araport11),Lateral Organ Boundaries Gene Family,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31350,723,NA,0,10,246,7,7,9,0.238656,0.257163,12716.11134,0.000194,0.000194,73,0.000539,0,0,0,0.020071,KAR-UP F-BOX 1 (KUF1),KAR-UP F-BOX 1 (KUF1),NA,KAR-UP F-box 1;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31460,2190,NA,0,263,572,1,1,13,0.169069,0.180502,0,0.000593,0.000593,3,0.000163,0,0,0,0.001781,,,NA,vitellogenin-2 protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31540,2546,NA,0,69,149,1,1,10,0.237778,0.253182,0,8.60E-05,8.60E-05,44,0.000127,0,0,0,0.013224,,,NA,Disease resistance protein (TIR-NBS-LRR class) family;(source:Araport11),NA,NA,NA,multi,multi,stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31750,356,NA,0,55,184,5,5,10,0.22758,0.24314,3882.893813,6.80E-05,6.80E-05,59,0.000431,0,0,0,0.009876,GLYCINE AND PROLINE RICH PROTEIN 1 (GPRP1),GLYCINE AND PROLINE RICH PROTEIN 1 (GPRP1),NA,proline-rich family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31780,444,NA,0,100,222,6,6,9,0.23726,0.254933,3994.140226,9.00E-05,9.00E-05,10,0.00049,0,0.066667,1,0.019265,CONSERVED OLIGOMERIC GOLGI COMPLEX 6 (COG6),CONSERVED OLIGOMERIC GOLGI COMPLEX 6 (COG6);CONSERVED OLIGOMERIC GOLGI COMPLEX 7 (COG7),NA,Encodes a component of the  oligomeric Golgi (COG) complex. Found in pollen golgi apparatus. Loss of function results in defects in pollen tube growth resulting in lack of transmission through the pollen.,NA,NA,NA,protein processing,protein processing,protein processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31870,1053,NA,0,3,408,7,7,10,0.251049,0.269092,10383.01241,0.000437,0.000437,73,0.000548,0,0.095238,2,0.026966,BUD SITESELECTION PROTEIN 13 (BUD13),BUD SITESELECTION PROTEIN 13 (BUD13),NA,Ortholog of yeast BUD13 RES complex protein. Functions in pre mRNA processing of RNAs expressed in embryos.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31880,90,NA,0,33,57,25,25,9,0.266037,0.29211,35164.25143,0.000304,0.000304,44,0.001847,0,0.01,3,0.054,BREVIS RADIX (BRX),NOD26-LIKE INTRINSIC PROTEIN 3;1 (NIP3;1);BREVIS RADIX (BRX); (NLM9),NULL,"Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity. BRX encodes a key regulator of cell proliferation and elongation in the root, which has been implicated in the brassinosteroid (BR) pathway as well as regulation of auxin-responsive gene expression. Also involved in cytokinin-mediated inhibition of lateral root initiation.  A loss-of-function allele, named brx-2 in   Rodrigues et al. (2009) Plant Physiol. but changed to brx-3 to resolve nomenclature conflict (Li et al. Planta 2009:229(3):593-603), shows enhanced response to ABA-mediated inhibition of root growth. Plasma-membrane-associated element of a molecular rheostat that modulates auxin flux through developing protophloem sieve elements (PPSEs) while interacting with PAX, thereby timing PPSE differentiation. Dampens PIN-mediated auxin efflux.",MIP family,"brassinosteroid,cytokinin","abscisic acid,auxin,brassinosteroid,cytokinin",Multi,Multi,"abscisic acid,auxin,brassinosteroid,cytokinin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32100,1096,NA,0,176,418,1,1,1,1,1,0,0,0,45,0.00038,36,0,0,0.000493,PINORESINOL REDUCTASE 1 (PRR1),PINORESINOL REDUCTASE 1 (PRR1); (ATPRR1);PSEUDO-RESPONSE REGULATOR 1 (PRR1),NA,Encodes a pinoresinol reductase involved in lignan biosynthesis. Expressed strongly in roots and less strongly in stems. Shows specificity for pinoresinol and not lariciresinol.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32230,287,NA,0,74,158,4,4,11,0.210837,0.223307,3735.521982,1.70E-05,1.70E-05,44,0.000416,0,0,0,0.005117,RADICAL-INDUCED CELL DEATH1 (RCD1),RADICAL-INDUCED CELL DEATH1 (RCD1); (CEO);REDOX IMBALANCED 1 (RIMB1);ARABIDOPSIS THALIANA P8 (INTERACTING PROTEIN) (ATP8); (AtRCD1); (CEO1),NA,"Encodes a protein belonging to the (ADP-ribosyl)transferase domain-containing subfamily of WWE protein-protein interaction domain protein family.  Superoxide radicals are necessary and sufficient to propagate cell death or lesion formation in rcd1 mutants.  Without stress treatment, RCD1 is localized in the nucleus. Under high salt or oxidative stress, RCD1 is found not only in the nucleus but also in the cytoplasm. The mRNA is cell-to-cell mobile.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32380,1254,NA,0,186,448,4,4,9,0.237142,0.251881,4063.37418,0.000106,0.000106,57,0.000375,0,0,0,0.010901,PHOSPHORIBOSYL PYROPHOSPHATE (PRPP) SYNTHASE 2 (PRS2),PHOSPHORIBOSYL PYROPHOSPHATE (PRPP) SYNTHASE 2 (PRS2),NA,Encodes a P-dependent phosphoribosyl pyrophosphate (PRPP) synthase.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32410,1508,NA,0,210,493,1,1,2,0.666667,0.75,0,0,0,60,0.000292,50,0,0,0.000553,,,NA,Vacuolar protein sorting 55 (VPS55) family protein;(source:Araport11),NA,NA,NA,protein processing,protein processing,protein processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32540,489,NA,0,107,241,1,1,10,0.207474,0.217966,0,1.70E-05,1.70E-05,44,0.000118,0,0,0,0.003034,LSD ONE LIKE 1 (LOL1),LSD ONE LIKE 1 (LOL1),NA,Encodes a protein with 3 plant-specific zinc finger domains that acts as a positive regulator of cell death.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32580,1539,NA,0,16,174,4,4,10,0.243117,0.260613,1331.425237,0.000189,0.000189,73,0.000302,0,0,0,0.024011,MULTIPLE ORGANELLAR RNA EDITING FACTOR 5 (MORF5),MULTIPLE ORGANELLAR RNA EDITING FACTOR 5 (MORF5),NA,"Member of MORF family consisting of of nine full-length proteins encoded in the nuclear genome. MORF proteins are required for all RNA editing events in plastids and for many, possibly also all, sites in mitochondria. Potential link between the RNA binding PPR protein and the protein contributing the enzymatic activity in RNA editing.",NA,NA,NA,RNA processing,RNA processing,RNA processing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G32700,74,NA,0,2,3,1,1,11,0.200907,0.211661,0,1.00E-05,1.00E-05,73,0.000123,0,0,0,0.003344,,,NA,PLATZ transcription factor family protein;(source:Araport11),NA,NA,NA,Transcription factor,Transcription factor,Transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33040,1773,NA,0,61,525,2,2,11,0.193436,0.2027,95.585544,4.00E-06,4.00E-06,4,0.000226,0,0,0,0.002156,NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX SUBUNIT ALPHA-LIKE PROTEIN 5 (NACA5),NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX SUBUNIT ALPHA-LIKE PROTEIN 5 (NACA5),NA,nascent polypeptide-associated complex subunit alpha-like protein 5;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33110,477,NA,0,11,36,3,3,10,0.22516,0.25411,29.554212,0.041612,0.041612,3,0.00022,0,0.666667,2,0.102199,,,NA,MATE efflux family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33230,1496,NA,0,11,36,4,4,10,0.222356,0.253721,210.726108,0.0484,0.0484,3,0.000271,0,0.166667,1,0.11856,,,NA,TMPIT-like protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33470,1155,NA,0,55,115,3,3,10,0.208359,0.220662,150.397249,1.60E-05,1.60E-05,108,0.000254,0,0,0,0.005074,,,NA,RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33800,1115,NA,0,11,65,4,4,10,0.213928,0.241767,182.009687,0.036508,0.036508,3,0.000264,0,0,0,0.0886,GLUCURONOXYLAN METHYLTRANSFERASE 1 (GXMT1),GLUCURONOXYLAN METHYLTRANSFERASE 1 (GXMT1);GLUCURONOXYLAN METHYLTRANSFERASE3 (GXM3);GLUCURONOXYLAN METHYLTRANSFERASE 1 (GXM1); (ATGXMT1),NA,Encodes a glucuronoxylan(GX)-speci&#64257;c 4-O-methyltransferase responsible for methylating GlcA residues in GX. Reduced methylation of GX ingxmt1-1 plants is correlated with altered lignin composition. The mRNA is cell-to-cell mobile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G33810,1671,NA,0,16,66,1,1,11,0.218899,0.233092,0,0.001792,0.001792,62,0.000111,0,0,0,0.007763,,,NA,zinc finger/BTB domain protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34000,1697,NA,0,27,47,1,1,10,0.205179,0.216828,0,1.10E-05,1.10E-05,44,0.000126,0,0,0,0.004632,ONE-HELIX PROTEIN 2 (OHP2),ONE-HELIX PROTEIN 2 (OHP2),NA,"Encodes a novel member of the Lhc family from Arabidopsis with one predicted transmembrane alpha-helix closely related to helix I of Lhc protein from PSI (Lhca4). Gene expression is triggered by light stress and both transcript and protein accumulate in a light intensity-dependent manner.  Ohp2 is associated with PSI under low- or high-light conditions. Together with OHP1, OHP2 is essential for the formation of photosystem II reaction center, even though neither is a part of the final PSII RC. It forms a complex with OHP1 and HCF244, D1, D2, PsbI, and cytochrome b559 at an early stage of PSII de novo assembly and of PSII repair under high-light conditions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34030,1533,NA,0,30,53,1,1,10,0.22928,0.242897,0,0.000106,0.000106,4,0.000118,0,0,0,0.011062,,,NA,Ribosomal protein S13/S18 family;(source:Araport11),NA,NA,NA,Ribosomal,Ribosomal,Ribosomal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34320,1461,NA,0,18,428,3,3,10,0.222088,0.236177,562.573701,7.10E-05,7.10E-05,73,0.000245,0,0,0,0.009488,PSK SIMULATOR 1 (PSI1),PSK SIMULATOR 1 (PSI1),NA,Ikzf5 (DUF668);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34430,317,NA,0,9,168,10,10,9,0.256155,0.274718,10994.23502,0.000287,0.000287,73,0.000755,0,0,0,0.0251,EMBRYO DEFECTIVE 3003 (EMB3003),EMBRYO DEFECTIVE 3003 (EMB3003),NA,2-oxoacid dehydrogenases acyltransferase family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34570,2084,NA,0,51,104,1,1,1,1,1,0,0,0,105,0.00038,5,0,0,0.000493,,,NA,"Essential protein Yae1, N-terminal;(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G34770,1435,NA,0,17,29,1,1,13,0.152052,0.156372,0,0,0,2,0.000188,0,0,0,0.000574, (NSE3), (NSE3),NA,"Encodes a nuclear localized,  structural subunit of the SMC 5/6 complex and a non- SMC element. Loss of function results in abnormal cell division and embryo lethality. Analysis of partially rescued lines indicates a role in double strand break DNA repair. Similar phenotype to NSE1 which it also interacts with.Maintains cell viability together with NSE1 during early embryogenesis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35160,1804,NA,0,191,460,1,1,11,0.18929,0.19658,0,6.00E-06,6.00E-06,62,0.000145,0,0,0,0.001195,GF14 PROTEIN PHI CHAIN (GF14 PHI),GF14 PROTEIN PHI CHAIN (GF14 PHI),GRF4,GF14 protein phi chain member of 14-3-3 protein family. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1 The mRNA is cell-to-cell mobile.,14-3-3 proteins,NA,NA,brassinosteroid,brassinosteroid,brassinosteroid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35210,647,NA,0,90,200,3,3,11,0.179345,0.186064,2427.594804,5.00E-06,5.00E-06,4,0.000388,0,0,0,0.001883,,,NA,hypothetical protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35230,2426,NA,0,143,338,1,1,11,0.183428,0.19233,0,9.10E-05,9.10E-05,19,0.000155,0,0,0,0.001749,ARABINOGALACTAN PROTEIN 5 (AGP5),ARABINOGALACTAN PROTEIN 5 (AGP5),NA,Encodes arabinogalactan-protein (AGP5). The mRNA is cell-to-cell mobile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35430,2104,NA,0,147,342,3,3,10,0.206027,0.219481,1257.398096,0.00222,0.00222,15,0.000267,0,0,0,0.01022,,,NA,transmembrane protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G35580,1568,NA,0,57,216,2,2,13,0.148449,0.153488,0.75,0,0,74,0.000245,0,0,0,0.001598,CYTOSOLIC INVERTASE 1 (CINV1),CYTOSOLIC INVERTASE 1 (CINV1);NEUTRAL INVERTASE 2 (NIN2);ALKALINE/NEUTRAL INVERTASE G (A/N-InvG),NA,"CINV1 / A/N-InvG is an alkaline/neutral invertase that breaks sucrose down into fructose and glucose (GH100). The exact localization of CINV1 remains under investigation but there is evidence that fluorescently-tagged CINV1 localizes to the cytoplasm. atinvg mutants have reduced root growth, reduced invertase activity, and increased expression of antioxidant genes under basal conditions. The levels of CINV1 / A/N-InvG transcripts rise in response to a hydrogen peroxide treatment. The protein has been shown to interact with PIP5K9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G36980,1509,NA,0,210,493,2,2,1,1,1,1,0,0,60,0.000554,50,0,0,0.000994,,,NA,transmembrane 50A-like protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
